"item","condition","exp","UB","LB","low","high","y","x","group"
"coffee maker","original","03",200,160,0.0847772790268388,0.156862805274639,0.117196560160638,180,"coffee maker original 03"
"coffee maker","original","03",240,200,0.0304050261670185,0.0651508510292226,0.047937039448441,220,"coffee maker original 03"
"coffee maker","original","03",280,240,0.0160821100245971,0.0465532478047727,0.0309340621387039,260,"coffee maker original 03"
"coffee maker","original","03",320,280,0.00959350893208894,0.0280859465824113,0.0181504790469042,300,"coffee maker original 03"
"coffee maker","original","03",360,320,0.00326221201411732,0.0161440538207009,0.00932393055999867,340,"coffee maker original 03"
"coffee maker","original","03",400,400,0.00132932049634059,0.00749835033759903,0.00404059012442477,400,"coffee maker original 03"
"coffee maker","original","04",40,0,0.157866568399031,0.249474640195135,0.203344028992641,20,"coffee maker original 04"
"coffee maker","original","04",80,40,0.178888076994093,0.245780222865644,0.212226705989537,60,"coffee maker original 04"
"coffee maker","original","04",120,80,0.186919886057948,0.22563792152513,0.206675315617965,100,"coffee maker original 04"
"coffee maker","original","04",160,120,0.123350360743943,0.177750288084312,0.150171287920747,140,"coffee maker original 04"
"coffee maker","original","04",200,160,0.0835028797417512,0.155459525219817,0.117196560160638,180,"coffee maker original 04"
"coffee maker","original","04",240,200,0.0304916186046998,0.0667149491730478,0.047937039448441,220,"coffee maker original 04"
"coffee maker","original","04",280,240,0.0162714583600407,0.0466334754424951,0.0309340621387039,260,"coffee maker original 04"
"coffee maker","original","04",320,280,0.0094524118378713,0.0286606599820146,0.0181504790469042,300,"coffee maker original 04"
"coffee maker","original","04",360,320,0.00362419332700795,0.0168915005618135,0.00932393055999867,340,"coffee maker original 04"
"coffee maker","original","04",400,400,0.00123533327278634,0.00745386767743191,0.00404059012442477,400,"coffee maker original 04"
"coffee maker","original","05",4,0,9.72384286269934e-05,0.00393926254624166,0.0015333132898987,2,"coffee maker original 05"
"coffee maker","original","05",8,4,0.000194476857253987,0.00403650097486866,0.0016305517185257,6,"coffee maker original 05"
"coffee maker","original","05",12,8,0.00134134632384341,0.0157802758375903,0.00730655117954417,10,"coffee maker original 05"
"coffee maker","original","05",16,12,0.00202201532423236,0.0186554934787635,0.0097939472055822,14,"coffee maker original 05"
"coffee maker","original","05",20,16,0.00606060606060606,0.0400382126798395,0.0215097044912706,18,"coffee maker original 05"
"coffee maker","original","05",24,20,0.0230679668542016,0.065320881778266,0.0442525129705444,22,"coffee maker original 05"
"coffee maker","original","05",28,24,0.0299972043217127,0.0943068644697823,0.0610512336509466,26,"coffee maker original 05"
"coffee maker","original","05",32,28,0.0374311455695033,0.075845277947005,0.0561320200617174,30,"coffee maker original 05"
"coffee maker","original","05",36,32,0.0401389340234385,0.0586124026376356,0.0495472282290331,34,"coffee maker original 05"
"coffee maker","original","05",40,36,0.0237592733725693,0.0566455606775743,0.0419391413699424,38,"coffee maker original 05"
"coffee maker","original","05",44,40,0.0269041731475275,0.0560732837601026,0.0424596310675292,42,"coffee maker original 05"
"coffee maker","original","05",48,44,0.0249020751310046,0.056464052092629,0.042502435170865,46,"coffee maker original 05"
"coffee maker","original","05",52,48,0.0248967409504945,0.0525348239617332,0.0405267423642022,50,"coffee maker original 05"
"coffee maker","original","05",56,52,0.0255095749973901,0.0521392193975591,0.0405382571129481,54,"coffee maker original 05"
"coffee maker","original","05",60,56,0.0236956474199303,0.0509547633012878,0.0398697110137659,58,"coffee maker original 05"
"coffee maker","original","05",64,60,0.0239144696015013,0.0487855043125715,0.0387356793892923,62,"coffee maker original 05"
"coffee maker","original","05",68,64,0.0215720972430628,0.0463277530198621,0.0368058042872872,66,"coffee maker original 05"
"coffee maker","original","05",72,68,0.0232318334435807,0.0452104144814571,0.0359233803232527,70,"coffee maker original 05"
"coffee maker","original","05",76,72,0.0200924165112482,0.040885929833553,0.0308490458779672,74,"coffee maker original 05"
"coffee maker","original","05",80,76,0.0172298021374731,0.040480047197959,0.0300097901446389,78,"coffee maker original 05"
"coffee maker","original","05",84,80,0.0196046468214533,0.0418668691018677,0.032214810753862,82,"coffee maker original 05"
"coffee maker","original","05",88,84,0.0181352260252532,0.0420726857390587,0.0308883278493017,86,"coffee maker original 05"
"coffee maker","original","05",92,88,0.0108493606743315,0.0385223643546026,0.0252158660410343,90,"coffee maker original 05"
